ARTICLE_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,PUBLISH_DATE,VIEWS_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT
352535029220,TWEET FROM: VIKRANTKUMAR,VIKRANTKUMAR,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/vikrantkumar/statuses/568459002817875970,TWITTER,Feb 19 2015 05:16 PM,12609770,709,288,5,845,1,5,77371,19615,37923,Positive
352534908819,TWEET FROM: SETLURS,SETLURS,@SonyTV we are aware of ur trpgame to axe #humsafars but I tell u being gec channel u should have decency to wish the shows 100thepisode!,http://twitter.com/SetlurS/statuses/568458890842492928,TWITTER,Feb 19 2015 05:15 PM,14716408,740,151,0,630,0,4,87269,5286,6712,Neutral
352534321076,TWEET FROM: AGOYR,AGOYR,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/agoyr/statuses/568458360141451264,TWITTER,Feb 19 2015 05:13 PM,16538650,746,296,7,780,4,4,79460,14925,11790,Positive
352533949716,TWEET FROM: PEACEF_WARRIOR,PEACEF_WARRIOR,@sagarikaghose Remember u asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a tweet since the auction proved him right,http://twitter.com/Peacef_Warrior/statuses/568458033971331073,TWITTER,Feb 19 2015 05:12 PM,5941243,525,279,3,873,1,10,65264,10363,34024,Positive
352533846664,TWEET FROM: SETLURS,SETLURS,"@SonyTV u guys claim urselves as most popular channel rt? Itelu if u r really worth in ur strategies vision n ethics, u wudnt axe #humsafars",http://twitter.com/SetlurS/statuses/568457908620406784,TWITTER,Feb 19 2015 05:11 PM,19108502,447,153,7,922,2,1,18752,14905,6711,Positive
352533612861,TWEET FROM: VARUNKAGARWAL,VARUNKAGARWAL,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/varunkagarwal/statuses/568457702239662081,TWITTER,Feb 19 2015 05:10 PM,12858044,609,218,7,919,4,1,66478,26310,494,Negative
352533146814,TWEET FROM: THEKINSHU,THEKINSHU,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/thekinshu/statuses/568457288190541824,TWITTER,Feb 19 2015 05:09 PM,9990331,353,299,0,803,4,10,82413,32548,7970,Negative
352532587794,TWEET FROM: INDIA1ST_ALWAYS,INDIA1ST_ALWAYS,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/India1st_always/statuses/568456726883606528,TWITTER,Feb 19 2015 05:06 PM,18558545,692,202,1,928,3,15,17219,30004,10145,Negative
352532416602,TWEET FROM: SHIVENDU_AIRI,SHIVENDU_AIRI,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/Shivendu_Airi/statuses/568456635577815041,TWITTER,Feb 19 2015 05:06 PM,19886702,672,151,1,508,1,4,74801,29232,125,Negative
352531466174,TWEET FROM: INTERPRETER79,INTERPRETER79,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/Interpreter79/statuses/568455787858653184,TWITTER,Feb 19 2015 05:03 PM,16991355,352,184,2,975,1,4,50342,26945,23966,Neutral
352530931882,TWEET FROM: RIYAZDENTIST,RIYAZDENTIST,AXE டியோ ஸ்ப்ரே மட்டும் யூஸ் பண்ணா போதாது அதையும் தாண்டி ...,http://twitter.com/riyazdentist/statuses/568455331543523328,TWITTER,Feb 19 2015 05:01 PM,14946392,797,198,10,814,1,3,27500,30548,75130,Positive
352524828856,TWEET FROM: MORATTU1,MORATTU1,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/Morattu1/statuses/568450137795604481,TWITTER,Feb 19 2015 04:40 PM,2179057,356,186,3,704,0,2,88447,28163,15920,Negative
352523425846,TWEET FROM: SRAJANALA,SRAJANALA,"fish, turtle, swine, half-lion, pigmy, and axe-wielding Ram (Parasu). Now we are in politically correct and savvy Krishna's era/Black eagle",http://twitter.com/srajanala/statuses/568448961532424192,TWITTER,Feb 19 2015 04:36 PM,18913479,503,199,8,524,1,13,34994,34777,25,Negative
352518161168,TWEET FROM: HEMANG01725,HEMANG01725,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/hemang01725/statuses/568444803463057408,TWITTER,Feb 19 2015 04:19 PM,23961021,485,286,4,983,5,4,95709,15037,10,Positive
352515767251,TWEET FROM: NAINABALMIKI,NAINABALMIKI,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/NainaBalmiki/statuses/568442907616677888,TWITTER,Feb 19 2015 04:12 PM,2735448,560,227,2,732,4,3,91974,14900,9545,Neutral
352514433541,TWEET FROM: ROHITAGARWAL86,ROHITAGARWAL86,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/rohitagarwal86/statuses/568441873439653890,TWITTER,Feb 19 2015 04:07 PM,15528444,759,162,4,840,0,13,60398,37416,414323,Negative
352513463299,TWEET FROM: AJITHESSENCE,AJITHESSENCE,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/ajithessence/statuses/568441123342954496,TWITTER,Feb 19 2015 04:04 PM,6230900,309,241,7,839,2,0,25509,25759,2193,Neutral
352512362959,TWEET FROM: VEER_SAURABH,VEER_SAURABH,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/veer_saurabh/statuses/568440305696915457,TWITTER,Feb 19 2015 04:01 PM,17881551,568,242,5,894,2,10,54535,33920,16936,Positive
352511683855,TWEET FROM: UTTARA66,UTTARA66,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/uttara66/statuses/568439763528585216,TWITTER,Feb 19 2015 03:59 PM,23019175,561,256,3,868,2,5,11577,38023,36605,Neutral
352505527402,TWEET FROM: YUPDATEXIST,YUPDATEXIST,"RT @urban_slangs Kung Fu Hustle - An awesome movie. Just completely awesome. Everything about it: the action, the humor, and best of all, the Axe Gang.",http://twitter.com/YuPdaTeXiSt/statuses/568434915949195265,TWITTER,Feb 19 2015 03:40 PM,19778467,716,207,4,873,4,15,18194,13120,344,Negative
352501299263,TWEET FROM: PAAVANSHUKLA,PAAVANSHUKLA,Remember @sagarikaghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/paavanshukla/statuses/568431288379510784,TWITTER,Feb 19 2015 03:25 PM,5995863,780,286,1,926,3,10,65110,27469,14826,Neutral
352500345117,TWEET FROM: PAAVANSHUKLA,PAAVANSHUKLA,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/paavanshukla/statuses/568431005893177345,TWITTER,Feb 19 2015 03:24 PM,9603315,390,282,8,746,5,4,52619,17537,14825,Neutral
352497859846,TWEET FROM: WAVEHIT,WAVEHIT,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/wavehit/statuses/568429029310607361,TWITTER,Feb 19 2015 03:16 PM,19779590,752,151,3,888,5,3,66408,18457,63250,Positive
352494415252,TWEET FROM: CHANDER1,CHANDER1,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/chander1/statuses/568426309082198016,TWITTER,Feb 19 2015 03:06 PM,22511722,548,248,8,870,4,11,22586,1718,570,Positive
352490964686,TWEET FROM: SHAILESH6666,SHAILESH6666,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/shailesh6666/statuses/568423750489616384,TWITTER,Feb 19 2015 02:55 PM,16189592,699,177,0,1000,3,3,63732,18331,5502,Neutral
352490769165,TWEET FROM: ROHANPARIHAR2,ROHANPARIHAR2,"""The axe forgets, the tree remembers”",http://twitter.com/Rohanparihar2/statuses/568423551478280192,TWITTER,Feb 19 2015 02:55 PM,19695308,513,161,8,732,3,1,36701,11149,8685,Positive
352489482357,TWEET FROM: MANOJKRS29,MANOJKRS29,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/manojkrs29/statuses/568422520346406913,TWITTER,Feb 19 2015 02:51 PM,19451261,689,228,7,514,4,5,61812,18334,6642,Positive
352488022645,TWEET FROM: PRAVASONE,PRAVASONE,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/PraVasOne/statuses/568421320779657216,TWITTER,Feb 19 2015 02:46 PM,21179930,782,233,2,848,3,3,20800,31333,6440,Negative
352487885712,TWEET FROM: HRAJVANSH,HRAJVANSH,Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/HRajvansh/statuses/568421227380879361,TWITTER,Feb 19 2015 02:45 PM,7880408,343,295,2,697,1,4,35653,29637,661,Neutral
352485799053,TWEET FROM: AJ_4_INDIA,AJ_4_INDIA,"MT ""@IndiaSpeaksPR: Remember @sagarikaghose asking CAG whether he had axe to grind with Govt? Not a peep since the auction proved him right""",http://twitter.com/aj_4_india/statuses/568419594278289409,TWITTER,Feb 19 2015 02:39 PM,24043033,615,192,7,861,5,3,74384,37098,5353,Neutral
352484343467,TWEET FROM: DHJPVT,DHJPVT,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/DhjPvt/statuses/568418450101530624,TWITTER,Feb 19 2015 02:34 PM,18964834,778,152,0,931,3,7,74969,41050,14114,Negative
352478385732,TWEET FROM: VISHALG4U,VISHALG4U,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/vishalg4u/statuses/568413676283113472,TWITTER,Feb 19 2015 02:15 PM,4026133,403,189,9,547,0,2,48641,10749,10201,Neutral
352478048679,TWEET FROM: SMARTYASH2,SMARTYASH2,RT @pk_dl @jazba_junoon @javaidShaikh @axe_ashish @iHardikBhatt @kailashkaushik8 Keep toys in your pocket idiot child..,http://twitter.com/smartyash2/statuses/568413400348250112,TWITTER,Feb 19 2015 02:14 PM,4877347,701,267,8,755,5,0,51752,38533,4458,Neutral
352478024845,TWEET FROM: AUGUBHAI,AUGUBHAI,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/augubhai/statuses/568413396032303104,TWITTER,Feb 19 2015 02:14 PM,21239166,672,199,8,937,0,2,27389,10943,1964,Negative
352474550843,TWEET FROM: INDIMATE,INDIMATE,@menonkuty vicks/axe oil/tiger balm thechit aavi pidik...,http://twitter.com/IndiMate/statuses/568410577363705856,TWITTER,Feb 19 2015 02:03 PM,13137890,450,187,9,970,0,13,96401,32098,60404,Positive
352473502878,TWEET FROM: SANJAY_RAI,SANJAY_RAI,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/sanjay_rai/statuses/568409769775493120,TWITTER,Feb 19 2015 02:00 PM,10658736,785,291,1,925,4,7,41225,5367,33819,Neutral
352472282329,TWEET FROM: AMRITRAJP,AMRITRAJP,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/AmritrajP/statuses/568408727524495360,TWITTER,Feb 19 2015 01:56 PM,17452075,444,287,8,915,1,0,91035,35759,10223,Neutral
352472022706,TWEET FROM: INDIAN__CITIZEN,INDIAN__CITIZEN,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/Indian__citizen/statuses/568408542014672896,TWITTER,Feb 19 2015 01:55 PM,12568122,695,184,1,930,4,14,23432,9586,13911,Positive
352471803982,TWEET FROM: BIJAYSAHU_APPS,BIJAYSAHU_APPS,"Axe Body Spray Twin Pack, Essence, 8 Ounce  http://t.co/xfxLFRfGWm #amazon #shop #deals",http://twitter.com/bijaysahu_apps/statuses/568408332769181696,TWITTER,Feb 19 2015 01:54 PM,21919050,351,198,2,937,5,8,16869,10165,19036,Negative
352468633883,TWEET FROM: RSENTHILKUMAR,RSENTHILKUMAR,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/rsenthilkumar/statuses/568405211431088128,TWITTER,Feb 19 2015 01:42 PM,2133864,323,182,1,709,3,2,29542,31082,40579,Neutral
352467042850,TWEET FROM: BIJAYSAHU_APPS,BIJAYSAHU_APPS,"Axe Body Spray Twin Pack, Essence, 8 Ounce  http://t.co/xfxLFRfGWm #amazon #shop #deals",http://twitter.com/bijaysahu_apps/statuses/568404263606464512,TWITTER,Feb 19 2015 01:38 PM,3855741,465,208,7,727,5,1,94495,31914,18998,Positive
352463253687,TWEET FROM: AYAMATMA_BRHMA,AYAMATMA_BRHMA,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/Ayamatma_Brhma/statuses/568401165303418880,TWITTER,Feb 19 2015 01:26 PM,23995530,608,255,7,859,3,11,53327,16987,10766,Positive
352461455901,TWEET FROM: PK_DL,PK_DL,@jazba_junoon @javaidShaikh @axe_ashish @iHardikBhatt @kailashkaushik8 Keep toys in your pocket idiot child..,http://twitter.com/pk_dl/statuses/568399527993946113,TWITTER,Feb 19 2015 01:19 PM,11389105,683,158,4,846,3,4,35286,17131,3903,Neutral
352460769165,TWEET FROM: ARPITSIZZLE,ARPITSIZZLE,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/arpitsizzle/statuses/568398931123519488,TWITTER,Feb 19 2015 01:17 PM,12775128,684,212,4,521,2,5,22239,8906,34132,Positive
352459068458,TWEET FROM: AJITJ1,AJITJ1,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/ajitj1/statuses/568397440992219137,TWITTER,Feb 19 2015 01:11 PM,9758725,603,156,3,521,4,2,2175,25729,10876,Positive
352453094517,TWEET FROM: PRVISH,PRVISH,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/prvish/statuses/568392056885768192,TWITTER,Feb 19 2015 12:50 PM,18220596,781,290,6,836,3,10,53612,18345,1356,Negative
352452402827,TWEET FROM: NAYANIMA,NAYANIMA,"Navi Mumbai SEZ, 56 others face axe | Business Standard News: http://t.co/V2N6tV8buo",http://twitter.com/Nayanima/statuses/568391394529665024,TWITTER,Feb 19 2015 12:47 PM,2523855,359,245,4,946,3,10,24000,10823,964,Negative
352448713337,TWEET FROM: BEINGSHUVAM,BEINGSHUVAM,@cute_kuhu watch axe chikipidia,http://twitter.com/Beingshuvam/statuses/568388027858313216,TWITTER,Feb 19 2015 12:34 PM,1365689,412,202,9,656,0,4,32388,39283,1325,Positive
352447737079,TWEET FROM: AAP_ANTIVIRUS,AAP_ANTIVIRUS,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/Aap_Antivirus/statuses/568387119585980417,TWITTER,Feb 19 2015 12:30 PM,6877809,661,166,0,588,2,4,29185,32575,6104,Positive
352447234009,TWEET FROM: IA3HI,IA3HI,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/iA3Hi/statuses/568386683202220032,TWITTER,Feb 19 2015 12:28 PM,2962321,381,189,10,946,5,4,95438,26619,8291,Positive
352446154889,TWEET FROM: KARNAMSHIV,KARNAMSHIV,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/karnamshiv/statuses/568385674019106816,TWITTER,Feb 19 2015 12:24 PM,6344463,523,288,7,592,4,6,39842,8104,1239,Negative
352445884009,TWEET FROM: ASIDENOK,ASIDENOK,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/asiDENOK/statuses/568385407752089601,TWITTER,Feb 19 2015 12:23 PM,8205889,561,211,8,795,1,12,93608,5127,4446,Positive
352445695102,TWEET FROM: AKSHAYSURENDRA,AKSHAYSURENDRA,#SaveTheBros cuz they're awesome and consume 100% of all Axe body spray. Mwahahahahaha! http://t.co/B6yLfMo0Z6,http://twitter.com/akshaysurendra/statuses/568385204592578560,TWITTER,Feb 19 2015 12:22 PM,1573166,505,276,5,743,0,6,6236,34942,350,Negative
352445659357,TWEET FROM: SNSURESH,SNSURESH,I wonder how useful programs like 'axe the tax' are so close to the budget. Even with excel around FM cannot rework his projections.,http://twitter.com/snsuresh/statuses/568385173466689537,TWITTER,Feb 19 2015 12:22 PM,3382610,614,291,7,674,4,4,82343,16593,4526,Neutral
352445429967,TWEET FROM: VJHA1524,VJHA1524,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/vjha1524/statuses/568384961880788992,TWITTER,Feb 19 2015 12:21 PM,933449,404,277,6,570,1,7,8948,34041,25340,Negative
352444718935,TWEET FROM: BNSTYAGI,BNSTYAGI,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/BNSTyagi/statuses/568384305895862272,TWITTER,Feb 19 2015 12:19 PM,4823364,494,156,1,653,5,6,50766,7689,5210,Neutral
352444299607,TWEET FROM: CATEGORY5MORON,CATEGORY5MORON,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/Category5Moron/statuses/568383954698391553,TWITTER,Feb 19 2015 12:17 PM,8614061,364,280,7,725,4,11,42546,33526,27263,Neutral
352442851971,TWEET FROM: VIKRANTHUM,VIKRANTHUM,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/vikranthum/statuses/568382591264403456,TWITTER,Feb 19 2015 12:12 PM,1811135,391,252,5,704,5,6,57153,34562,12784,Negative
352442453112,TWEET FROM: PRADEEPBCCL,PRADEEPBCCL,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/pradeepbccl/statuses/568382208123097088,TWITTER,Feb 19 2015 12:10 PM,1374943,590,229,5,539,4,11,85027,25775,5572,Positive
352442346446,TWEET FROM: RPG_89,RPG_89,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/RpG_89/statuses/568382109745692672,TWITTER,Feb 19 2015 12:10 PM,6795479,581,299,2,670,3,10,11477,36990,65252,Positive
352442220553,TWEET FROM: JNANESHWER1,JNANESHWER1,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/jnaneshwer1/statuses/568381976614301696,TWITTER,Feb 19 2015 12:09 PM,8384560,390,173,7,822,1,15,1850,41180,5619,Negative
352441465776,TWEET FROM: GARVITMAD,GARVITMAD,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/garvitMad/statuses/568381268540289025,TWITTER,Feb 19 2015 12:07 PM,3538909,475,225,4,789,0,14,50664,28916,17788,Negative
352438561843,TWEET FROM: MITHUNKUNDER,MITHUNKUNDER,RT @MansukhlalBJP Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/MithunKunder/statuses/568378513377480704,TWITTER,Feb 19 2015 11:56 AM,5160130,544,177,0,757,3,3,44515,1654,3219,Positive
352437661037,TWEET FROM: KAMALKANYA,KAMALKANYA,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/kamalkanya/statuses/568377484686725121,TWITTER,Feb 19 2015 11:52 AM,5861984,792,188,2,595,5,0,12172,23733,17007,Negative
352437254858,TWEET FROM: NISHANKZZZ,NISHANKZZZ,"And here's how we #spoke first time. #Fascinating, I must say. Now this #conversation is most possibly going to be everyday's axe to grind.",http://twitter.com/NishankzZz/statuses/568377057656184832,TWITTER,Feb 19 2015 11:50 AM,4255911,450,223,4,697,1,8,59710,23125,381,Positive
352436276399,TWEET FROM: KRRISSHNA,KRRISSHNA,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/Krrisshna/statuses/568376049580384256,TWITTER,Feb 19 2015 11:46 AM,4003634,765,277,6,994,4,6,74821,10957,34606,Negative
352436168200,TWEET FROM: ANDYSMTH1,ANDYSMTH1,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/andysmth1/statuses/568375814179262464,TWITTER,Feb 19 2015 11:45 AM,5665329,301,166,1,543,5,8,76459,15948,4708,Neutral
352434528388,TWEET FROM: RAJIVBHALLA0,RAJIVBHALLA0,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/rajivbhalla0/statuses/568374221341999105,TWITTER,Feb 19 2015 11:39 AM,6252429,410,169,0,993,0,7,96135,26136,39,Neutral
352433973529,TWEET FROM: HARMLESS_VIRUS,HARMLESS_VIRUS,What hapn..........? Axe Hapn..............!,http://twitter.com/HARMLESS_VIRUS/statuses/568373767610580992,TWITTER,Feb 19 2015 11:37 AM,447714,797,259,7,567,4,8,56782,9580,2381,Neutral
352432682289,TWEET FROM: DARSHAKSOLANKI1,DARSHAKSOLANKI1,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/darshaksolanki1/statuses/568372363638603777,TWITTER,Feb 19 2015 11:31 AM,6892869,724,208,10,875,3,13,14083,6765,3448,Negative
352432017893,TWEET FROM: LALAPRATEEK,LALAPRATEEK,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/LalaPrateek/statuses/568371694798135296,TWITTER,Feb 19 2015 11:29 AM,1859031,364,167,4,782,2,11,48869,7722,1668,Negative
352431792917,TWEET FROM: RISHIPRESENT,RISHIPRESENT,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/rishipresent/statuses/568371447543918592,TWITTER,Feb 19 2015 11:28 AM,8527776,367,211,9,782,3,2,56031,24682,5518,Positive
352431307945,TWEET FROM: _VISHWANATH_,_VISHWANATH_,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/_Vishwanath_/statuses/568370905799368704,TWITTER,Feb 19 2015 11:25 AM,5466163,492,158,8,878,0,13,10542,11214,5812,Neutral
352431258282,TWEET FROM: SONITARUN1,SONITARUN1,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/sonitarun1/statuses/568370693089271808,TWITTER,Feb 19 2015 11:25 AM,7865074,377,152,0,660,1,11,36051,35791,20584,Neutral
352430938083,TWEET FROM: BANNADI1,BANNADI1,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/bannadi1/statuses/568370501464141824,TWITTER,Feb 19 2015 11:24 AM,7592770,690,265,1,852,0,15,71466,4133,3032,Neutral
352430441903,TWEET FROM: VEERESHMALIK,VEERESHMALIK,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/VeereshMalik/statuses/568369935774146560,TWITTER,Feb 19 2015 11:22 AM,5105145,500,176,2,504,0,12,57289,20965,21900,Negative
352430314541,TWEET FROM: SAMPATH_S,SAMPATH_S,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/sampath_s/statuses/568369777028112384,TWITTER,Feb 19 2015 11:21 AM,2922244,583,208,7,721,5,9,68018,33676,2646,Neutral
352428904731,TWEET FROM: SCSVER,SCSVER,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/SCSver/statuses/568368352101400577,TWITTER,Feb 19 2015 11:15 AM,6616614,386,161,10,829,0,10,76597,29763,79201,Neutral
352428080073,TWEET FROM: NANDINIBD,NANDINIBD,RT @IndiaSpeaksPR Remember Sagarika Ghose asking CAG Vinod Rai whether he had an axe to grind with the Govt? Not a peep since the auction proved him right,http://twitter.com/NANDINIBD/statuses/568367439064334337,TWITTER,Feb 19 2015 11:12 AM,726158,443,239,0,942,1,0,46939,41161,4859,Negative
